,_id,browser,collection,database,datetime,experiment_id,id,internal_node_id,iteration,response,response_feedback,response_gender,response_gender_sure,response_race,response_race_sure,rt,session_id,stimulus,study_id,subject_id,tilt_LR,tilt_UD,time_elapsed,trial_index,trial_number,trial_type
0,6226dfcd7c157e331e933f8d,Chrome,classification_task,faces,"3/7/2022, 11:44:57 PM",7szyw85zngbw6jvgk57d,010,0.0-1.0,single_subject_test,"{'race5': 'latinx', 'race_sure': '53', 'gender1': 'man', 'gender_sure': '100', 'feedback': ''}",,"['man', '100']",100,"['latinx', '53']",53,27266.5,6226dee25ca53e274425ae6e,id010_25R_D.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,25R,D,56550.0,1.0,0.0,survey-html-form
1,6226dfde7c157e331e933f8e,Chrome,classification_task,faces,"3/7/2022, 11:45:14 PM",7szyw85zngbw6jvgk57d,040,0.0-2.0,single_subject_test,"{'race1': 'black', 'race_sure': '47', 'gender1': 'man', 'gender_sure': '100', 'feedback': ''}",,"['man', '100']",100,"['black', '47']",47,16557.300000190735,6226dee25ca53e274425ae6e,id040_50L_U.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,50L,U,73121.0,2.0,0.0,survey-html-form
2,6226dfef7c157e331e933f8f,Chrome,classification_task,faces,"3/7/2022, 11:45:31 PM",7szyw85zngbw6jvgk57d,095,0.0-3.0,single_subject_test,"{'race5': 'latinx', 'race_sure': '56', 'gender1': 'man', 'gender_sure': '100', 'feedback': ''}",,"['man', '100']",100,"['latinx', '56']",56,17488.200000047684,6226dee25ca53e274425ae6e,id095_25L_D.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,25L,D,90611.0,3.0,0.0,survey-html-form
3,6226e00b7c157e331e933f90,Chrome,classification_task,faces,"3/7/2022, 11:45:58 PM",7szyw85zngbw6jvgk57d,139,0.0-4.0,single_subject_test,"{'race1': 'black', 'race_sure': '100', 'gender1': 'man', 'gender_sure': '81', 'feedback': ''}",,"['man', '81']",81,"['black', '100']",100,27429.200000047684,6226dee25ca53e274425ae6e,id139_00C_C.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,00C,C,118043.0,4.0,0.0,survey-html-form
4,6226e01b7c157e331e933f91,Chrome,classification_task,faces,"3/7/2022, 11:46:14 PM",7szyw85zngbw6jvgk57d,027,0.0-5.0,single_subject_test,"{'race1': 'black', 'race_sure': '100', 'gender2': 'woman', 'gender_sure': '85', 'feedback': ''}",,"['woman', '85']",85,"['black', '100']",100,15827.299999952316,6226dee25ca53e274425ae6e,id027_00C_C.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,00C,C,133873.0,5.0,0.0,survey-html-form
5,6226e02d7c157e331e933f92,Chrome,classification_task,faces,"3/7/2022, 11:46:33 PM",7szyw85zngbw6jvgk57d,137,0.0-6.0,single_subject_test,"{'race1': 'black', 'race_sure': '61', 'gender1': 'man', 'gender_sure': '80', 'feedback': ''}",,"['man', '80']",80,"['black', '61']",61,18486.700000047684,6226dee25ca53e274425ae6e,id137_25R_D.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,25R,D,152361.0,6.0,0.0,survey-html-form
6,6226e03f7c157e331e933f93,Chrome,classification_task,faces,"3/7/2022, 11:46:50 PM",7szyw85zngbw6jvgk57d,128,0.0-7.0,single_subject_test,"{'race2': 'white', 'race_sure': '100', 'gender1': 'man', 'gender_sure': '100', 'feedback': ''}",,"['man', '100']",100,"['white', '100']",100,17688.89999985695,6226dee25ca53e274425ae6e,id128_50R_U.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,50R,U,170051.0,7.0,0.0,survey-html-form
7,6226e04d7c157e331e933f94,Chrome,classification_task,faces,"3/7/2022, 11:47:05 PM",7szyw85zngbw6jvgk57d,013,0.0-8.0,single_subject_test,"{'race3': 'east_asian', 'race_sure': '98', 'gender2': 'woman', 'gender_sure': '100', 'feedback': ''}",,"['woman', '100']",100,"['east_asian', '98']",98,14068.5,6226dee25ca53e274425ae6e,id013_50L_D.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,50L,D,184121.0,8.0,0.0,survey-html-form
8,6226e05f7c157e331e933f95,Chrome,classification_task,faces,"3/7/2022, 11:47:23 PM",7szyw85zngbw6jvgk57d,096,0.0-9.0,single_subject_test,"{'race2': 'white', 'race_sure': '53', 'gender1': 'man', 'gender_sure': '78', 'feedback': ''}",,"['man', '78']",78,"['white', '53']",53,18269.099999904633,6226dee25ca53e274425ae6e,id096_25R_C.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,25R,C,202392.0,9.0,0.0,survey-html-form
9,6226e0697c157e331e933f96,Chrome,classification_task,faces,"3/7/2022, 11:47:32 PM",7szyw85zngbw6jvgk57d,064,0.0-10.0,single_subject_test,"{'race1': 'black', 'race_sure': '100', 'gender1': 'man', 'gender_sure': '100', 'feedback': ''}",,"['man', '100']",100,"['black', '100']",100,9636.100000143051,6226dee25ca53e274425ae6e,id064_25L_C.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,25L,C,212031.0,10.0,0.0,survey-html-form
10,6226e0727c157e331e933f97,Chrome,classification_task,faces,"3/7/2022, 11:47:42 PM",7szyw85zngbw6jvgk57d,140,0.0-11.0,single_subject_test,"{'race1': 'black', 'race_sure': '100', 'gender2': 'woman', 'gender_sure': '100', 'feedback': ''}",,"['woman', '100']",100,"['black', '100']",100,9518.299999952316,6226dee25ca53e274425ae6e,id140_50R_C.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,50R,C,221551.0,11.0,0.0,survey-html-form
11,6226e07e7c157e331e933f98,Chrome,classification_task,faces,"3/7/2022, 11:47:53 PM",7szyw85zngbw6jvgk57d,030,0.0-12.0,single_subject_test,"{'race3': 'east_asian', 'race_sure': '100', 'gender1': 'man', 'gender_sure': '100', 'feedback': ''}",,"['man', '100']",100,"['east_asian', '100']",100,11487.200000047684,6226dee25ca53e274425ae6e,id030_25L_C.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,25L,C,233040.0,12.0,0.0,survey-html-form
12,6226e08c7c157e331e933f99,Chrome,classification_task,faces,"3/7/2022, 11:48:08 PM",7szyw85zngbw6jvgk57d,144,0.0-13.0,single_subject_test,"{'race1': 'black', 'race_sure': '100', 'gender2': 'woman', 'gender_sure': '100', 'feedback': ''}",,"['woman', '100']",100,"['black', '100']",100,14541.399999856949,6226dee25ca53e274425ae6e,id144_00C_D.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,00C,D,247583.0,13.0,0.0,survey-html-form
13,6226e0967c157e331e933f9a,Chrome,classification_task,faces,"3/7/2022, 11:48:17 PM",7szyw85zngbw6jvgk57d,037,0.0-14.0,single_subject_test,"{'race5': 'latinx', 'race_sure': '100', 'gender1': 'man', 'gender_sure': '100', 'feedback': ''}",,"['man', '100']",100,"['latinx', '100']",100,9447.299999952316,6226dee25ca53e274425ae6e,id037_25L_U.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,25L,U,257032.0,14.0,0.0,survey-html-form
14,6226e09d7c157e331e933f9b,Chrome,classification_task,faces,"3/7/2022, 11:48:25 PM",7szyw85zngbw6jvgk57d,028,0.0-15.0,single_subject_test,"{'race1': 'black', 'race_sure': '100', 'gender1': 'man', 'gender_sure': '100', 'feedback': ''}",,"['man', '100']",100,"['black', '100']",100,7462.800000190735,6226dee25ca53e274425ae6e,id028_50L_U.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,50L,U,264497.0,15.0,0.0,survey-html-form
15,6226e0a77c157e331e933f9c,Chrome,classification_task,faces,"3/7/2022, 11:48:34 PM",7szyw85zngbw6jvgk57d,002,0.0-16.0,single_subject_test,"{'race2': 'white', 'race_sure': '100', 'gender1': 'man', 'gender_sure': '100', 'feedback': ''}",,"['man', '100']",100,"['white', '100']",100,9264.300000190735,6226dee25ca53e274425ae6e,id002_25R_D.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,25R,D,273763.0,16.0,0.0,survey-html-form
16,6226e0af7c157e331e933f9d,Chrome,classification_task,faces,"3/7/2022, 11:48:43 PM",7szyw85zngbw6jvgk57d,014,0.0-17.0,single_subject_test,"{'race5': 'latinx', 'race_sure': '100', 'gender1': 'man', 'gender_sure': '100', 'feedback': ''}",,"['man', '100']",100,"['latinx', '100']",100,8453.5,6226dee25ca53e274425ae6e,id014_00C_D.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,00C,D,282218.0,17.0,0.0,survey-html-form
17,6226e0b97c157e331e933f9e,Chrome,classification_task,faces,"3/7/2022, 11:48:52 PM",7szyw85zngbw6jvgk57d,114,0.0-18.0,single_subject_test,"{'race2': 'white', 'race_sure': '100', 'gender2': 'woman', 'gender_sure': '100', 'feedback': ''}",,"['woman', '100']",100,"['white', '100']",100,9834.399999856949,6226dee25ca53e274425ae6e,id114_00C_C.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,00C,C,292054.0,18.0,0.0,survey-html-form
18,6226e0c17c157e331e933f9f,Chrome,classification_task,faces,"3/7/2022, 11:49:00 PM",7szyw85zngbw6jvgk57d,021,0.0-19.0,single_subject_test,"{'race1': 'black', 'race_sure': '100', 'gender1': 'man', 'gender_sure': '100', 'feedback': ''}",,"['man', '100']",100,"['black', '100']",100,7983.400000095367,6226dee25ca53e274425ae6e,id021_25R_C.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,25R,C,300039.0,19.0,0.0,survey-html-form
19,6226e0c97c157e331e933fa0,Chrome,classification_task,faces,"3/7/2022, 11:49:08 PM",7szyw85zngbw6jvgk57d,131,0.0-20.0,single_subject_test,"{'race5': 'latinx', 'race_sure': '100', 'gender1': 'man', 'gender_sure': '100', 'feedback': ''}",,"['man', '100']",100,"['latinx', '100']",100,7694.0,6226dee25ca53e274425ae6e,id131_25R_U.png,6226dcede191b823f306f4d6,5f47f2a14aac571403cbb192,25R,U,307734.0,20.0,0.0,survey-html-form
20,6226f3907c157e331e933fa3,Chrome,classification_task,faces,"3/7/2022, 10:11:28 PM",vxb0mznw9jq85ct06qne,060,0.0-1.0,single_subject_test,"{'race4': 'south_asian', 'race_sure': '0', 'gender2': 'woman', 'gender_sure': '0', 'feedback': ''}",,"['woman', '0']",0,"['south_asian', '0']",0,9414.5,6226f30973bcdae380918bb6,id060_00C_U.png,6226dcede191b823f306f4d6,5cb60f1eefd4130001bbfdb7,00C,U,13258.0,1.0,0.0,survey-html-form
21,6226f3c77c157e331e933fa4,Chrome,classification_task,faces,"3/8/2022, 1:12:22 AM",5fryy1h1vscy70qc4av1,038,0.0-1.0,single_subject_test,"{'race5': 'latinx', 'race_sure': '0', 'gender1': 'man', 'gender_sure': '0', 'feedback': ''}",,"['man', '0']",0,"['latinx', '0']",0,11773.700000047684,6226f377eb75742ba461ad67,id038_50L_D.png,6226dcede191b823f306f4d6,611fef91a3800a9e7bfca495,50L,D,22289.0,1.0,0.0,survey-html-form
22,6226f3c77c157e331e933fa5,Chrome,classification_task,faces,"3/8/2022, 1:12:23 AM",yq2o5pfhbtvw64wpue71,026,0.0-1.0,single_subject_test,"{'race1': 'black', 'race_sure': '76', 'gender1': 'man', 'gender_sure': '73', 'feedback': ''}",,"['man', '73']",73,"['black', '76']",76,11948.399999976158,6226f36358321e3be6496dbf,id026_25R_U.png,6226dcede191b823f306f4d6,56e6a66af6ed900006a5867c,25R,U,22916.0,1.0,0.0,survey-html-form
